Form,Grouping,Variable,Type,Test,Statistic,p_value,Significant,HC n,HC mean,HC sd,HC median,PD n,PD mean,PD sd,PD median,AP n,AP mean,AP sd,AP median,DLB n,DLB mean,DLB sd,DLB median,ET n,ET mean,ET sd,ET median,MSA n,MSA mean,MSA sd,MSA median,PSP n,PSP mean,PSP sd,PSP median,RBD n,RBD mean,RBD sd,RBD median
Neuropsychological Capri,by_enrolment_group,Recog. Disc. Index T score,Numeric,Kruskal-Wallis,5.1235,0.023604,Yes,11.0,55.273,4.052,54.0,121.0,48.256,9.96,51.0,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological Capri,by_enrolment_group,Recog. Disc. Index z sore,Numeric,Kruskal-Wallis,5.1235,0.023604,Yes,11.0,0.537,0.411,0.41,121.0,-0.169,0.996,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological Capri,by_enrolment_group,Language z score,Numeric,Kruskal-Wallis,5.2087,0.022474,Yes,11.0,0.601,0.837,0.63,120.0,0.003,0.802,0.07,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological Capri,by_enrolment_group,Global Cognition z score,Numeric,Kruskal-Wallis,4.3985,0.035971,Yes,11.0,0.443,0.478,0.62,102.0,0.135,0.477,0.17,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological Capri,by_enrolment_group,Cognitive Status,Categorical,Chi-square,6.9143,0.03152,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neuropsychological Capri,by_enrolment_group,enrolment_group,Categorical,Chi-square,122.828,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Mobility (Raw Score),Numeric,Kruskal-Wallis,24.9835,4e-06,Yes,7.0,0.0,0.0,0.0,429.0,8.557,8.729,6.0,26.0,16.0,12.211,12.0,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Mobility (Scale Score),Numeric,Kruskal-Wallis,24.9739,4e-06,Yes,7.0,0.0,0.0,0.0,429.0,21.393,21.823,15.0,26.0,40.0,30.529,30.0,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Activities of Daily Living  (Raw Score),Numeric,Kruskal-Wallis,24.8437,4e-06,Yes,7.0,0.0,0.0,0.0,428.0,5.166,4.697,4.0,26.0,8.808,6.287,8.0,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Activities of Daily Living (Scale Score),Numeric,Kruskal-Wallis,24.8551,4e-06,Yes,7.0,0.0,0.0,0.0,428.0,21.525,19.572,16.667,26.0,36.699,26.194,33.333,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Emotional Well Being (Raw Score),Numeric,Kruskal-Wallis,16.0827,0.000322,Yes,7.0,0.429,0.787,0.0,428.0,6.474,4.633,6.0,26.0,7.462,5.623,6.5,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Emotional Well Being (Scale Score),Numeric,Kruskal-Wallis,16.0901,0.000321,Yes,7.0,1.786,3.278,0.0,428.0,26.976,19.306,25.0,26.0,31.09,23.429,27.083,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Stigma (Raw Score),Numeric,Kruskal-Wallis,12.3248,0.002107,Yes,7.0,0.0,0.0,0.0,428.0,3.037,3.245,2.0,26.0,3.923,3.709,3.0,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Stigma (Scale Score),Numeric,Kruskal-Wallis,12.3248,0.002107,Yes,7.0,0.0,0.0,0.0,428.0,18.984,20.279,12.5,26.0,24.519,23.179,18.75,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Cognition (Raw Score),Numeric,Kruskal-Wallis,6.1927,0.045214,Yes,7.0,1.571,2.149,0.0,429.0,4.212,2.838,4.0,26.0,4.385,3.534,4.0,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Cognition (Scale Score),Numeric,Kruskal-Wallis,6.1927,0.045214,Yes,7.0,9.821,13.432,0.0,429.0,26.326,17.739,25.0,26.0,27.404,22.085,25.0,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Communication (Raw Score),Numeric,Kruskal-Wallis,27.2397,1e-06,Yes,7.0,0.143,0.378,0.0,428.0,2.257,2.294,2.0,26.0,5.077,3.273,5.5,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Communication (Scale Score),Numeric,Kruskal-Wallis,27.1617,1e-06,Yes,7.0,1.19,3.15,0.0,428.0,18.808,19.12,16.667,26.0,42.308,27.277,45.833,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Bodily Discomfort (Raw Score),Numeric,Kruskal-Wallis,10.2221,0.00603,Yes,7.0,0.857,1.215,0.0,429.0,3.921,2.675,4.0,26.0,3.923,2.622,3.5,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Bodily Discomfort (Scale Score),Numeric,Kruskal-Wallis,10.1817,0.006153,Yes,7.0,7.143,10.125,0.0,429.0,32.673,22.294,33.333,26.0,32.692,21.848,29.167,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Total Raw Score,Numeric,Kruskal-Wallis,28.6601,1e-06,Yes,7.0,3.0,3.916,0.0,426.0,34.481,21.918,30.0,26.0,50.615,25.633,53.0,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,PDQ-39 Summary Index,Numeric,Kruskal-Wallis,28.7119,1e-06,Yes,7.0,1.923,2.51,0.0,426.0,22.103,14.05,19.231,26.0,32.446,16.431,33.974,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,1. Had difficulty doing the leisure activities which,Categorical,Chi-square,34.2425,3.7e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,"2. Had difficulty looking after your home, e.g. DIY,",Categorical,Chi-square,30.6953,0.000159,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,3. Had difficulty carrying bags of shopping?/Avez-­v,Categorical,Chi-square,41.2923,2e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,6. Had problems getting around the house as easily a,Categorical,Chi-square,30.1859,0.000196,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,7 Had difficulty getting around in public?/Avez-­vou,Categorical,Chi-square,26.7174,0.000791,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,8. Needed someone else to accompany you when you wen,Categorical,Chi-square,20.6038,0.008278,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,9. Felt frightened or worried about falling over in ,Categorical,Chi-square,20.7711,0.007781,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,10. Been confined to the house more than you  would ,Categorical,Chi-square,16.1403,0.040416,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,13. Had problems doing up your shoe laces?/Avez-­�?v,Categorical,Chi-square,17.3716,0.026464,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,14. Had problems writing clearly?/Avez­�?vous eu des,Categorical,Chi-square,49.2927,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,15. Had difficulty cutting up your food?/Avez-­vous ,Categorical,Chi-square,23.0259,0.003331,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,16. Had difficulty holding a drink without spilling ,Categorical,Chi-square,16.0553,0.041595,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,17. Felt depressed?/Vous êtes-­�?vous senti(e) dépri,Categorical,Chi-square,22.7251,0.003736,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,19. Felt weepy or tearful?/Vous êtes-­vous senti(e) ,Categorical,Chi-square,16.2613,0.03879,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,21. Felt anxious?/Vous êtes-­vous senti(e)  anxieux(,Categorical,Chi-square,19.605,0.011938,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,22. Felt worried about your future?/Vous êtes-­�?vou,Categorical,Chi-square,23.5117,0.002766,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,32. Felt your memory was bad?/Avez�?vous senti que v,Categorical,Chi-square,17.5887,0.02453,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,34 Had difficulty with your speech?/Avez-­vous eu de,Categorical,Chi-square,46.9755,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,35. Felt unable to communicate with people properly?,Categorical,Chi-square,53.5269,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,36. Felt ignored by people?/Vous êtes­�?vous senti(e,Categorical,Chi-square,19.9527,0.010516,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pdq 39,by_enrolment_group,enrolment_group,Categorical,Chi-square,924.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timed Up Go,by_enrolment_group,enrolment_group,Categorical,Chi-square,166.0149,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,"Determined diagnosis:  If score = 0, Parkinson's Dis",Numeric,Kruskal-Wallis,1713.0,0.0,Yes,,,,,1651.0,0.0,0.0,0.0,,,,,9.0,4.0,0.0,4.0,8.0,6.0,0.0,6.0,16.0,2.0,0.0,2.0,25.0,1.0,0.0,1.0,5.0,7.0,0.0,7.0
Clinical,by_determined_dx,B. Height of the participant (ft):,Numeric,Kruskal-Wallis,11.4047,0.022373,Yes,,,,,415.0,5.563,0.332,5.6,,,,,2.0,5.905,0.007,5.905,6.0,5.292,0.238,5.25,5.0,5.232,0.183,5.17,13.0,5.632,0.359,5.77,3.0,5.77,0.446,5.8
Clinical,by_determined_dx,Height of the participant (cm):,Numeric,Kruskal-Wallis,12.5411,0.01375,Yes,,,,,415.0,168.82,13.963,170.69,,,,,2.0,179.915,0.12,179.915,6.0,161.29,7.241,160.02,6.0,159.083,5.142,157.29,12.0,170.235,10.057,174.87,3.0,176.993,13.739,180.0
Clinical,by_determined_dx,What is the current duration of disease? (years),Numeric,Kruskal-Wallis,47.2753,0.0,Yes,,,,,1639.0,9.31,5.722,8.1,,,,,9.0,3.956,3.053,4.0,8.0,11.65,13.579,6.1,14.0,4.821,3.141,4.7,22.0,4.395,2.659,3.65,5.0,4.7,2.706,6.4
Clinical,by_determined_dx,What is the duration of disease at the time the clin,Numeric,Kruskal-Wallis,30.4824,1.2e-05,Yes,,,,,1635.0,5.887,5.357,4.2,,,,,9.0,2.378,2.346,1.3,8.0,9.562,13.499,3.7,14.0,2.136,2.152,1.5,22.0,2.245,1.93,1.9,5.0,3.56,3.221,5.4
Clinical,by_determined_dx,What is the duration of disease at the time the bloo,Numeric,Kruskal-Wallis,25.5187,0.000111,Yes,,,,,1389.0,5.765,5.266,4.2,,,,,9.0,1.422,0.928,1.5,7.0,10.929,13.97,4.8,8.0,3.287,2.704,2.9,20.0,2.34,1.721,1.95,5.0,2.34,2.266,2.8
Clinical,by_determined_dx,What is the age at diagnosis? (years),Numeric,Kruskal-Wallis,14.7486,0.011492,Yes,,,,,1628.0,60.348,10.222,61.0,,,,,9.0,64.778,4.994,65.0,8.0,51.0,21.679,47.0,14.0,57.214,6.974,60.0,22.0,67.273,10.072,67.0,5.0,59.8,3.899,60.0
Clinical,by_determined_dx,Current duration since symptoms first appear: (years,Numeric,Kruskal-Wallis,32.7749,4e-06,Yes,,,,,1630.0,11.624,6.476,10.15,,,,,9.0,8.233,3.116,7.3,8.0,26.275,22.748,20.1,16.0,6.956,3.367,6.75,24.0,6.921,2.939,6.1,4.0,14.375,8.318,13.8
Clinical,by_determined_dx,Duration since symptoms first appear when the clinic,Numeric,Kruskal-Wallis,24.4252,0.00018,Yes,,,,,1626.0,8.209,6.233,6.6,,,,,9.0,6.644,3.335,6.5,8.0,24.162,22.599,17.7,16.0,4.212,1.993,3.5,24.0,4.538,2.344,4.4,4.0,13.375,8.978,12.7
Clinical,by_determined_dx,Duration since symptoms first appear when the blood ,Numeric,Kruskal-Wallis,19.0588,0.001874,Yes,,,,,1379.0,8.133,6.264,6.4,,,,,9.0,5.7,3.507,4.6,7.0,21.129,22.582,10.6,10.0,4.14,2.241,3.75,22.0,4.536,2.237,4.15,4.0,11.85,7.796,11.1
Clinical,by_determined_dx,What is the age at onset of disease? (years),Numeric,Kruskal-Wallis,27.4465,4.7e-05,Yes,,,,,1620.0,58.046,10.836,59.0,,,,,9.0,60.222,6.18,63.0,8.0,36.375,21.679,38.5,16.0,55.438,6.802,57.5,24.0,66.458,10.308,66.0,4.0,51.0,3.651,51.0
Clinical,by_determined_dx,15a. How many times did you fall?,Numeric,Kruskal-Wallis,17.8645,0.000469,Yes,,,,,359.0,7.953,39.559,2.0,,,,,4.0,1.75,0.957,1.5,1.0,1.0,,1.0,12.0,7.667,14.119,2.0,18.0,19.611,27.404,6.0,0.0,,,
Clinical,by_determined_dx,Questionnaire completed by:,Categorical,Chi-square,772.7937,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,How is the questionnaire completed?,Categorical,Chi-square,32.9599,0.004754,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,1. Was the patient diagnosed with Parkinson's diseas,Categorical,Chi-square,2019.8137,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,"1a. If 'No' or 'Uncertain', is the diagnosis....",Categorical,Chi-square,252.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,"1b. If applicable, what is the level of certainty of",Categorical,Chi-square,156.0912,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,1c. How was the diagnosis confirmed for C-OPN?,Categorical,Chi-square,88.8747,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,"If other, please specify:",Categorical,Chi-square,117.0,2e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,2. What is the date of diagnosis?,Categorical,Chi-square,5434.2767,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,4. What were the first symptoms?,Categorical,Chi-square,484.8584,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,5. Date when the symptoms first appear:,Categorical,Chi-square,4308.8166,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,"8. When the symptoms began, did the symptoms present",Categorical,Chi-square,150.5131,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,9. What symptoms are currently present?,Categorical,Chi-square,575.3143,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,Please specify other symptoms:,Categorical,Chi-square,3624.2582,0.004527,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,10. Do the symptoms affect both sides of your body n,Categorical,Chi-square,99.754,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,13a. What impact do the dyskinesia have on your dail,Categorical,Chi-square,30.4869,0.002358,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,14. Do you experience freezing of gait?,Categorical,Chi-square,32.4417,0.000338,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,14a. What impact does the freezing of gait have on y,Categorical,Chi-square,26.3336,0.001801,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,15. Have you fallen in the last 3 months?,Categorical,Chi-square,72.2634,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,16. Can you stand unaided?,Categorical,Chi-square,35.4192,1e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,17. Can you engage in activities outside of the home,Categorical,Chi-square,187.1801,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,18. Do you experience motor fluctuations? (On/Off pe,Categorical,Chi-square,128.2938,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,18a. What impact do the motor fluctuations (On/Off p,Categorical,Chi-square,40.5736,0.000371,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,20. Do you think your medications are working well c,Categorical,Chi-square,154.0829,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,21. Hoehn & Yahr Rating Scale:,Categorical,Chi-square,60.646,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,When was the Hoehn & Yahr evaluation completed?,Categorical,Chi-square,1440.5493,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,22. Does the patient have dementia?,Categorical,Chi-square,268.9573,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,24. Other symptoms - neurological signs / medical re,Categorical,Chi-square,39.0584,0.006557,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clinical,by_determined_dx,determined_dx,Categorical,Chi-square,8570.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,Age at study visit (automatic calculated field):,Numeric,Kruskal-Wallis,21.5149,0.000647,Yes,,,,,1571.0,66.133,9.272,67.0,,,,,9.0,66.667,4.975,68.0,7.0,57.571,18.128,65.0,15.0,59.0,5.305,60.0,22.0,71.545,8.868,70.0,6.0,61.833,4.708,60.5
Demographic,by_determined_dx,7. Do you have a regular caregiver? A caregiver as p,Categorical,Chi-square,43.9688,3e-06,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,7b. Professional status of the caregiver:,Categorical,Chi-square,25.2132,0.047152,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,"8. If the questionnaire was done in-person, is the r",Categorical,Chi-square,19.2025,0.037765,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,11. What is your first language?,Categorical,Chi-square,67.62,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,11c. List of spoken language(s):,Categorical,Chi-square,274.4203,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,12. Do you understand English well enough to partici,Categorical,Chi-square,37.5983,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,13. Do you understand French well enough to particip,Categorical,Chi-square,23.7262,0.000245,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,"If applicable, who helped you with translation?",Categorical,Chi-square,409.6204,0.000514,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographic,by_determined_dx,determined_dx,Categorical,Chi-square,8285.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehi,by_determined_dx,How were the test completed?,Categorical,Chi-square,6.7979,0.033409,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehi,by_determined_dx,1. Writing,Categorical,Chi-square,20.1681,0.000157,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehi,by_determined_dx,4. Scissors,Categorical,Chi-square,9.9544,0.041202,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehi,by_determined_dx,6. Knife (without a fork),Categorical,Chi-square,9.7882,0.044151,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ehi,by_determined_dx,determined_dx,Categorical,Chi-square,336.8618,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Age at blood draw:,Numeric,Kruskal-Wallis,18.0083,0.002936,Yes,,,,,1416.0,66.183,9.241,67.0,,,,,9.0,66.0,4.717,66.0,7.0,57.0,17.607,60.0,12.0,58.917,4.889,60.0,25.0,70.28,9.374,68.0,12.0,63.167,6.351,61.0
Enrollment,by_determined_dx,Questionnaire completed by:,Categorical,Chi-square,645.3617,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Questionnaire completed:,Categorical,Chi-square,5296.8309,3.7e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Site:,Categorical,Chi-square,89.9001,1.1e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,QPN/RPQ Site:,Categorical,Chi-square,41.9354,0.00023,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,What language does the participant prefer to be cont,Categorical,Chi-square,19.4867,0.001559,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,FOR NATIONAL COORDINATOR USE ONLY**  Was the partici,Categorical,Chi-square,37.6715,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Date of blood draw:,Categorical,Chi-square,5220.6648,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Language that the consent form was completed:,Categorical,Chi-square,47.4863,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Enrolment Group:,Categorical,Chi-square,1470.9613,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Specify if you selected other:,Categorical,Chi-square,285.9801,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,"If hospital was selected for CaPRI, was the particip",Categorical,Chi-square,60.3923,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,Notes:,Categorical,Chi-square,852.0,0.006398,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enrollment,by_determined_dx,determined_dx,Categorical,Chi-square,8805.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,1. Have you ever been diagnosed with:,Categorical,Chi-square,2522.5641,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,Please specify other:,Categorical,Chi-square,1800.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,2b. Reason for admission:,Categorical,Chi-square,250.2937,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,2c. Was the altered mental state due to:,Categorical,Chi-square,11.0,0.026564,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,4. Have you ever played high contact sports? (e.g. f,Categorical,Chi-square,11.3708,0.044504,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,6. Do you often (e.g. every day or multiple times (4,Categorical,Chi-square,15.6312,0.00798,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,8. Do you feel or have people told you that your sen,Categorical,Chi-square,37.1651,0.001197,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,14. Have you ever been told or have you ever noticed,Categorical,Chi-square,39.3206,2.2e-05,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,20. Do you exercise on a regular basis?,Categorical,Chi-square,18.6238,0.002258,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,Please specify other exercise:,Categorical,Chi-square,1686.1793,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,22. Are you currently receiving any of the following,Categorical,Chi-square,760.8633,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,Please specify other therapy:,Categorical,Chi-square,504.0,0.000813,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,22a. Have you had any contact with a PD nurse for ca,Categorical,Chi-square,34.3187,0.000163,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,23. Do you currently drink coffee?,Categorical,Chi-square,14.7088,0.011682,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,24l. Please specify what kind of cannabis:,Categorical,Chi-square,123.0,0.03846,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,Please specify other ethnicity:,Categorical,Chi-square,180.0,0.000763,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,Please specify other ethnicity:,Categorical,Chi-square,166.3103,0.002271,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,29. Do you have grandparents with Parkinson's diseas,Categorical,Chi-square,42.3477,0.000199,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,30. Do you have any uncles or aunts with Parkinson's,Categorical,Chi-square,161.1601,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Epidemiological,by_determined_dx,determined_dx,Categorical,Chi-square,8805.0,0.0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mbic Capri,by_determined_dx,Severity:,Numeric,Kruskal-Wallis,5.7471,0.016516,Yes,,,,,102.0,1.559,0.712,1.0,,,,,,,,,,,,,,,,,3.0,2.667,0.577,3.0,,,,
Mbic Capri,by_determined_dx,Motivation/Drive (sum of Question 1-6),Numeric,Kruskal-Wallis,10.094,0.001488,Yes,,,,,303.0,1.696,2.952,0.0,,,,,,,,,,,,,,,,,5.0,6.8,3.633,7.0,,,,
